week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2024-01-01,BEV-001,STR-039,West,94,314.01,True,Price Cut,0.15
2024-01-01,BEV-001,STR-040,West,43,168.99,False,,0.0
2024-01-01,BEV-002,STR-001,South,42,58.8,False,,0.0
2024-01-01,BEV-002,STR-002,South,21,29.4,False,,0.0
2024-01-01,BEV-002,STR-003,West,62,86.8,False,,0.0
2024-01-01,BEV-002,STR-004,North,45,63.0,False,,0.0
2024-01-01,BEV-002,STR-005,West,32,44.8,False,,0.0
2024-01-01,BEV-002,STR-006,North,64,89.6,False,,0.0
2024-01-01,BEV-002,STR-007,East,123,129.15,True,BOGO,0.25
2024-01-01,BEV-002,STR-008,South,85,119.0,False,,0.0
2024-01-01,BEV-002,STR-009,North,77,107.8,False,,0.0
2024-01-01,BEV-002,STR-010,West,77,107.8,False,,0.0
2024-01-01,BEV-002,STR-011,South,102,124.24,True,BOGO,0.13
2024-01-01,BEV-002,STR-012,East,24,33.6,False,,0.0
2024-01-01,BEV-002,STR-013,East,153,182.07,True,Display Feature,0.15
2024-01-01,BEV-002,STR-014,East,63,72.32,True,BOGO,0.18
2024-01-01,BEV-002,STR-015,East,38,53.2,False,,0.0
2024-01-01,BEV-002,STR-016,North,105,132.3,True,Price Cut,0.1
2024-01-01,BEV-002,STR-017,East,20,28.0,False,,0.0
2024-01-01,BEV-002,STR-018,South,87,108.4,True,BOGO,0.11
2024-01-01,BEV-002,STR-019,East,80,112.0,False,,0.0
2024-01-01,BEV-002,STR-020,East,86,120.4,False,,0.0
2024-01-01,BEV-002,STR-021,South,126,167.58,True,BOGO,0.05
2024-01-01,BEV-002,STR-022,West,114,113.32,True,BOGO,0.29
2024-01-01,BEV-002,STR-023,East,52,72.8,False,,0.0
2024-01-01,BEV-002,STR-024,West,68,75.21,True,BOGO,0.21
2024-01-01,BEV-002,STR-025,North,77,107.8,False,,0.0
2024-01-01,BEV-002,STR-026,North,23,32.2,False,,0.0
2024-01-01,BEV-002,STR-027,West,21,29.4,False,,0.0
2024-01-01,BEV-002,STR-028,North,69,96.6,False,,0.0
2024-01-01,BEV-002,STR-029,East,40,45.36,True,Price Cut,0.19
2024-01-01,BEV-002,STR-030,East,93,130.2,False,,0.0
2024-01-01,BEV-002,STR-031,North,31,43.4,False,,0.0
2024-01-01,BEV-002,STR-032,North,137,153.44,True,Bundle,0.2
2024-01-01,BEV-002,STR-033,East,45,63.0,False,,0.0
2024-01-01,BEV-002,STR-034,East,87,121.8,False,,0.0
2024-01-01,BEV-002,STR-035,West,48,67.2,False,,0.0
2024-01-01,BEV-002,STR-036,South,55,77.0,False,,0.0
2024-01-01,BEV-002,STR-037,South,83,116.2,False,,0.0
2024-01-01,BEV-002,STR-038,North,101,141.4,False,,0.0
2024-01-01,BEV-002,STR-039,West,140,148.96,True,Bundle,0.24
2024-01-01,BEV-002,STR-040,West,81,113.4,False,,0.0
2024-01-01,BEV-003,STR-001,South,32,34.56,False,,0.0
2024-01-01,BEV-003,STR-002,South,31,33.48,False,,0.0
2024-01-01,BEV-003,STR-003,West,148,113.49,True,Bundle,0.29
2024-01-01,BEV-003,STR-004,North,35,37.8,False,,0.0
2024-01-01,BEV-003,STR-005,West,44,47.52,False,,0.0
2024-01-01,BEV-003,STR-006,North,98,79.38,True,Price Cut,0.25
2024-01-01,BEV-003,STR-007,East,77,83.16,False,,0.0
2024-01-01,BEV-003,STR-008,South,24,25.92,False,,0.0
2024-01-01,BEV-003,STR-009,North,100,84.24,True,Display Feature,0.22
2024-01-01,BEV-003,STR-010,West,59,63.72,False,,0.0
2024-01-01,BEV-003,STR-011,South,85,91.8,False,,0.0
2024-01-01,BEV-003,STR-012,East,109,94.18,True,Bundle,0.2
2024-01-01,BEV-003,STR-013,East,108,116.64,False,,0.0
2024-01-01,BEV-003,STR-014,East,50,54.0,False,,0.0
2024-01-01,BEV-003,STR-015,East,110,118.8,False,,0.0
2024-01-01,BEV-003,STR-016,North,144,138.41,True,Bundle,0.11
2024-01-01,BEV-003,STR-017,East,91,98.28,False,,0.0
2024-01-01,BEV-003,STR-018,South,20,21.6,False,,0.0
2024-01-01,BEV-003,STR-019,East,82,88.56,False,,0.0
2024-01-01,BEV-003,STR-020,East,25,27.0,False,,0.0
2024-01-01,BEV-003,STR-021,South,64,69.12,False,,0.0
2024-01-01,BEV-003,STR-022,West,104,112.32,False,,0.0
2024-01-01,BEV-003,STR-023,East,37,39.96,False,,0.0
2024-01-01,BEV-003,STR-024,West,50,54.0,False,,0.0
2024-01-01,BEV-003,STR-025,North,22,23.76,False,,0.0
2024-01-01,BEV-003,STR-026,North,35,37.8,False,,0.0
2024-01-01,BEV-003,STR-027,West,47,50.76,False,,0.0
2024-01-01,BEV-003,STR-028,North,100,89.64,True,Display Feature,0.17
2024-01-01,BEV-003,STR-029,East,59,56.71,True,Price Cut,0.11
2024-01-01,BEV-003,STR-030,East,103,111.24,False,,0.0
2024-01-01,BEV-003,STR-031,North,25,27.0,False,,0.0
2024-01-01,BEV-003,STR-032,North,66,71.28,False,,0.0
2024-01-01,BEV-003,STR-033,East,24,25.92,False,,0.0
2024-01-01,BEV-003,STR-034,East,37,39.96,False,,0.0
2024-01-01,BEV-003,STR-035,West,82,88.56,False,,0.0
2024-01-01,BEV-003,STR-036,South,96,103.68,False,,0.0
2024-01-01,BEV-003,STR-037,South,96,91.24,True,Bundle,0.12
2024-01-01,BEV-003,STR-038,North,22,23.76,False,,0.0
2024-01-01,BEV-003,STR-039,West,56,60.48,False,,0.0
2024-01-01,BEV-003,STR-040,West,91,90.42,True,Price Cut,0.08
2024-01-01,BEV-004,STR-001,South,68,179.33,True,Price Cut,0.24
2024-01-01,BEV-004,STR-002,South,94,270.73,True,BOGO,0.17
2024-01-01,BEV-004,STR-003,West,31,107.57,False,,0.0
2024-01-01,BEV-004,STR-004,North,113,392.11,False,,0.0
2024-01-01,BEV-004,STR-005,West,135,393.5,True,Bundle,0.16
2024-01-01,BEV-004,STR-006,North,57,197.79,False,,0.0
2024-01-01,BEV-004,STR-007,East,101,350.47,False,,0.0
2024-01-01,BEV-004,STR-008,South,82,284.54,False,,0.0
2024-01-01,BEV-004,STR-009,North,70,242.9,False,,0.0
2024-01-01,BEV-004,STR-010,West,29,100.63,False,,0.0
2024-01-01,BEV-004,STR-011,South,103,357.41,False,,0.0
2024-01-01,BEV-004,STR-012,East,85,294.95,False,,0.0
2024-01-01,BEV-004,STR-013,East,54,153.65,True,Bundle,0.18
2024-01-01,BEV-004,STR-014,East,29,78.49,True,BOGO,0.22
2024-01-01,BEV-004,STR-015,East,86,298.42,False,,0.0
2024-01-01,BEV-004,STR-016,North,80,277.6,False,,0.0
2024-01-01,BEV-004,STR-017,East,79,235.75,True,Price Cut,0.14
2024-01-01,BEV-004,STR-018,South,40,113.82,True,Price Cut,0.18
2024-01-01,BEV-004,STR-019,East,97,336.59,False,,0.0
2024-01-01,BEV-004,STR-020,East,97,265.91,True,Bundle,0.21
2024-01-01,BEV-004,STR-021,South,80,277.6,False,,0.0
2024-01-01,BEV-004,STR-022,West,27,93.69,False,,0.0
2024-01-01,BEV-004,STR-023,East,97,276.0,True,Bundle,0.18
2024-01-01,BEV-004,STR-024,West,107,371.29,False,,0.0
2024-01-01,BEV-004,STR-025,North,33,101.91,True,Bundle,0.11
2024-01-01,BEV-004,STR-026,North,37,128.39,False,,0.0
2024-01-01,BEV-004,STR-027,West,61,162.99,True,Price Cut,0.23
2024-01-01,BEV-004,STR-028,North,57,162.19,True,BOGO,0.18
2024-01-01,BEV-004,STR-029,East,87,301.89,False,,0.0
2024-01-01,BEV-004,STR-030,East,37,128.39,False,,0.0
2024-01-01,BEV-004,STR-031,North,27,93.69,False,,0.0
2024-01-01,BEV-004,STR-032,North,61,211.67,False,,0.0
2024-01-01,BEV-004,STR-033,East,45,156.15,False,,0.0
2024-01-01,BEV-004,STR-034,East,52,180.44,False,,0.0
2024-01-01,BEV-004,STR-035,West,29,89.56,True,BOGO,0.11
2024-01-01,BEV-004,STR-036,South,96,303.14,True,BOGO,0.09
2024-01-01,BEV-004,STR-037,South,59,204.73,False,,0.0
2024-01-01,BEV-004,STR-038,North,111,385.17,False,,0.0
2024-01-01,BEV-004,STR-039,West,91,281.04,True,BOGO,0.11
2024-01-01,BEV-004,STR-040,West,45,156.15,False,,0.0
2024-01-01,BEV-005,STR-001,South,49,92.08,True,BOGO,0.13
2024-01-01,BEV-005,STR-002,South,20,43.2,False,,0.0
2024-01-01,BEV-005,STR-003,West,56,120.96,False,,0.0
2024-01-01,BEV-005,STR-004,North,96,207.36,False,,0.0
2024-01-01,BEV-005,STR-005,West,29,62.64,False,,0.0
2024-01-01,BEV-005,STR-006,North,32,69.12,False,,0.0
2024-01-01,BEV-005,STR-007,East,46,77.5,True,Bundle,0.22
2024-01-01,BEV-005,STR-008,South,54,116.64,False,,0.0
2024-01-01,BEV-005,STR-009,North,81,174.96,False,,0.0
2024-01-01,BEV-005,STR-010,West,94,203.04,False,,0.0
2024-01-01,BEV-005,STR-011,South,20,43.2,False,,0.0
2024-01-01,BEV-005,STR-012,East,83,179.28,False,,0.0
2024-01-01,BEV-005,STR-013,East,33,71.28,False,,0.0
2024-01-01,BEV-005,STR-014,East,56,120.96,False,,0.0
2024-01-01,BEV-005,STR-015,East,45,97.2,False,,0.0
2024-01-01,BEV-005,STR-016,North,61,131.76,False,,0.0
2024-01-01,BEV-005,STR-017,East,58,125.28,False,,0.0
2024-01-01,BEV-005,STR-018,South,57,123.12,False,,0.0
2024-01-01,BEV-005,STR-019,East,116,250.56,False,,0.0
2024-01-01,BEV-005,STR-020,East,85,183.6,False,,0.0
2024-01-01,BEV-005,STR-021,South,32,63.59,True,Bundle,0.08
2024-01-01,BEV-005,STR-022,West,61,131.76,False,,0.0
2024-01-01,BEV-005,STR-023,East,52,112.32,False,,0.0
2024-01-01,BEV-005,STR-024,West,46,99.36,False,,0.0
2024-01-01,BEV-005,STR-025,North,31,51.56,True,BOGO,0.23
2024-01-01,BEV-005,STR-026,North,57,123.12,False,,0.0
2024-01-01,BEV-005,STR-027,West,107,231.12,False,,0.0
2024-01-01,BEV-005,STR-028,North,24,51.84,False,,0.0
2024-01-01,BEV-005,STR-029,East,64,138.24,False,,0.0
2024-01-01,BEV-005,STR-030,East,55,118.8,False,,0.0
2024-01-01,BEV-005,STR-031,North,88,190.08,False,,0.0
2024-01-01,BEV-005,STR-032,North,57,123.12,False,,0.0
2024-01-01,BEV-005,STR-033,East,65,140.4,False,,0.0
2024-01-01,BEV-005,STR-034,East,81,174.96,False,,0.0
2024-01-01,BEV-005,STR-035,West,95,205.2,False,,0.0
2024-01-01,BEV-005,STR-036,South,56,120.96,False,,0.0
2024-01-01,BEV-005,STR-037,South,36,66.87,True,Display Feature,0.14
2024-01-01,BEV-005,STR-038,North,54,83.98,True,Price Cut,0.28
2024-01-01,BEV-005,STR-039,West,94,150.25,True,BOGO,0.26
2024-01-01,BEV-005,STR-040,West,74,159.84,False,,0.0
2024-01-01,BEV-006,STR-001,South,92,259.44,False,,0.0
2024-01-01,BEV-006,STR-002,South,78,208.96,True,Price Cut,0.05
2024-01-01,BEV-006,STR-003,West,109,307.38,False,,0.0
2024-01-01,BEV-006,STR-004,North,101,284.82,False,,0.0
2024-01-01,BEV-006,STR-005,West,62,174.84,False,,0.0
2024-01-01,BEV-006,STR-006,North,73,205.86,False,,0.0
2024-01-01,BEV-006,STR-007,East,89,250.98,False,,0.0
2024-01-01,BEV-006,STR-008,South,41,115.62,False,,0.0
2024-01-01,BEV-006,STR-009,North,90,253.8,False,,0.0
2024-01-01,BEV-006,STR-010,West,39,109.98,False,,0.0
2024-01-01,BEV-006,STR-011,South,117,296.95,True,Price Cut,0.1
2024-01-01,BEV-006,STR-012,East,70,197.4,False,,0.0
2024-01-01,BEV-006,STR-013,East,145,323.03,True,Price Cut,0.21
2024-01-01,BEV-006,STR-014,East,37,104.34,False,,0.0
2024-01-01,BEV-006,STR-015,East,85,239.7,False,,0.0
2024-01-01,BEV-006,STR-016,North,70,197.4,False,,0.0
2024-01-01,BEV-006,STR-017,East,28,73.43,True,Price Cut,0.07
2024-01-01,BEV-006,STR-018,South,53,149.46,False,,0.0
2024-01-01,BEV-006,STR-019,East,51,143.82,False,,0.0
2024-01-01,BEV-006,STR-020,East,84,236.88,False,,0.0
2024-01-01,BEV-006,STR-021,South,118,272.86,True,Bundle,0.18
2024-01-01,BEV-006,STR-022,West,111,313.02,False,,0.0
2024-01-01,BEV-006,STR-023,East,84,189.5,True,BOGO,0.2
2024-01-01,BEV-006,STR-024,West,67,188.94,False,,0.0
2024-01-01,BEV-006,STR-025,North,49,102.25,True,Bundle,0.26
2024-01-01,BEV-006,STR-026,North,21,59.22,False,,0.0
2024-01-01,BEV-006,STR-027,West,30,84.6,False,,0.0
2024-01-01,BEV-006,STR-028,North,24,67.68,False,,0.0
2024-01-01,BEV-006,STR-029,East,63,177.66,False,,0.0
2024-01-01,BEV-006,STR-030,East,100,282.0,False,,0.0
2024-01-01,BEV-006,STR-031,North,106,298.92,False,,0.0
2024-01-01,BEV-006,STR-032,North,110,235.75,True,BOGO,0.24
2024-01-01,BEV-006,STR-033,East,29,60.52,True,BOGO,0.26
2024-01-01,BEV-006,STR-034,East,115,252.95,True,Bundle,0.22
2024-01-01,BEV-006,STR-035,West,68,159.16,True,Display Feature,0.17
2024-01-01,BEV-006,STR-036,South,105,296.1,False,,0.0
2024-01-01,BEV-006,STR-037,South,110,310.2,False,,0.0
2024-01-01,BEV-006,STR-038,North,72,203.04,False,,0.0
2024-01-01,BEV-006,STR-039,West,45,126.9,False,,0.0
2024-01-01,BEV-006,STR-040,West,21,59.22,False,,0.0
2024-01-01,BEV-007,STR-001,South,58,228.75,True,Price Cut,0.2
2024-01-01,BEV-007,STR-002,South,30,147.9,False,,0.0
2024-01-01,BEV-007,STR-003,West,118,581.74,False,,0.0
2024-01-01,BEV-007,STR-004,North,43,211.99,False,,0.0
2024-01-01,BEV-007,STR-005,West,55,271.15,False,,0.0
2024-01-01,BEV-007,STR-006,North,117,576.81,False,,0.0
2024-01-01,BEV-007,STR-007,East,104,435.81,True,Price Cut,0.15
2024-01-01,BEV-007,STR-008,South,58,285.94,False,,0.0
2024-01-01,BEV-007,STR-009,North,146,561.43,True,Display Feature,0.22
2024-01-01,BEV-007,STR-010,West,88,403.47,True,Price Cut,0.07
2024-01-01,BEV-007,STR-011,South,74,364.82,False,,0.0
2024-01-01,BEV-007,STR-012,East,107,527.51,False,,0.0
2024-01-01,BEV-007,STR-013,East,100,493.0,False,,0.0
2024-01-01,BEV-007,STR-014,East,31,152.83,False,,0.0
2024-01-01,BEV-007,STR-015,East,45,221.85,False,,0.0
2024-01-01,BEV-007,STR-016,North,90,443.7,False,,0.0
2024-01-01,BEV-007,STR-017,East,26,128.18,False,,0.0
2024-01-01,BEV-007,STR-018,South,28,138.04,False,,0.0
2024-01-01,BEV-007,STR-019,East,106,522.58,False,,0.0
2024-01-01,BEV-007,STR-020,East,37,182.41,False,,0.0
2024-01-01,BEV-007,STR-021,South,102,432.46,True,Bundle,0.14
2024-01-01,BEV-007,STR-022,West,62,305.66,False,,0.0
2024-01-01,BEV-007,STR-023,East,23,113.39,False,,0.0
2024-01-01,BEV-007,STR-024,West,35,172.55,False,,0.0
2024-01-01,BEV-007,STR-025,North,68,278.25,True,Bundle,0.17
2024-01-01,BEV-007,STR-026,North,51,251.43,False,,0.0
2024-01-01,BEV-007,STR-027,West,48,236.64,False,,0.0
2024-01-01,BEV-007,STR-028,North,76,374.68,False,,0.0
2024-01-01,BEV-007,STR-029,East,44,216.92,False,,0.0
2024-01-01,BEV-007,STR-030,East,113,557.09,False,,0.0
2024-01-01,BEV-007,STR-031,North,49,241.57,False,,0.0
2024-01-01,BEV-007,STR-032,North,93,403.47,True,Price Cut,0.12
2024-01-01,BEV-007,STR-033,East,107,527.51,False,,0.0
2024-01-01,BEV-007,STR-034,East,56,276.08,False,,0.0
2024-01-01,BEV-007,STR-035,West,75,369.75,False,,0.0
2024-01-01,BEV-007,STR-036,South,81,399.33,False,,0.0
2024-01-01,BEV-007,STR-037,South,106,371.03,True,Display Feature,0.29
2024-01-01,BEV-007,STR-038,North,93,458.49,False,,0.0
2024-01-01,BEV-007,STR-039,West,32,112.01,True,Price Cut,0.29
2024-01-01,BEV-007,STR-040,West,106,522.58,False,,0.0
2024-01-01,BEV-008,STR-001,South,80,297.6,False,,0.0
2024-01-01,BEV-008,STR-002,South,107,398.04,False,,0.0
2024-01-01,BEV-008,STR-003,West,113,395.14,True,Bundle,0.06
2024-01-01,BEV-008,STR-004,North,144,455.33,True,Price Cut,0.15
2024-01-01,BEV-008,STR-005,West,36,97.76,True,BOGO,0.27
2024-01-01,BEV-008,STR-006,North,78,290.16,False,,0.0
2024-01-01,BEV-008,STR-007,East,24,89.28,False,,0.0
2024-01-01,BEV-008,STR-008,South,56,208.32,False,,0.0
2024-01-01,BEV-008,STR-009,North,83,287.15,True,Price Cut,0.07
2024-01-01,BEV-008,STR-010,West,86,319.92,False,,0.0
2024-01-01,BEV-008,STR-011,South,110,409.2,False,,0.0
2024-01-01,BEV-008,STR-012,East,99,368.28,False,,0.0
2024-01-01,BEV-008,STR-013,East,78,290.16,False,,0.0
2024-01-01,BEV-008,STR-014,East,108,401.76,False,,0.0
2024-01-01,BEV-008,STR-015,East,57,212.04,False,,0.0
2024-01-01,BEV-008,STR-016,North,64,238.08,False,,0.0
2024-01-01,BEV-008,STR-017,East,29,107.88,False,,0.0
2024-01-01,BEV-008,STR-018,South,154,521.32,True,Bundle,0.09
2024-01-01,BEV-008,STR-019,East,58,215.76,False,,0.0
2024-01-01,BEV-008,STR-020,East,36,133.92,False,,0.0
2024-01-01,BEV-008,STR-021,South,107,398.04,False,,0.0
2024-01-01,BEV-008,STR-022,West,90,334.8,False,,0.0
2024-01-01,BEV-008,STR-023,East,98,364.56,False,,0.0
2024-01-01,BEV-008,STR-024,West,115,427.8,False,,0.0
2024-01-01,BEV-008,STR-025,North,36,133.92,False,,0.0
2024-01-01,BEV-008,STR-026,North,109,405.48,False,,0.0
2024-01-01,BEV-008,STR-027,West,66,245.52,False,,0.0
2024-01-01,BEV-008,STR-028,North,48,178.56,False,,0.0
2024-01-01,BEV-008,STR-029,East,98,364.56,False,,0.0
2024-01-01,BEV-008,STR-030,East,62,202.96,True,BOGO,0.12
2024-01-01,BEV-008,STR-031,North,58,215.76,False,,0.0
2024-01-01,BEV-008,STR-032,North,94,349.68,False,,0.0
2024-01-01,BEV-008,STR-033,East,122,403.92,True,BOGO,0.11
2024-01-01,BEV-008,STR-034,East,75,279.0,False,,0.0
2024-01-01,BEV-008,STR-035,West,78,290.16,False,,0.0
2024-01-01,BEV-008,STR-036,South,88,327.36,False,,0.0
2024-01-01,BEV-008,STR-037,South,57,212.04,False,,0.0
2024-01-01,BEV-008,STR-038,North,43,159.96,False,,0.0
2024-01-01,BEV-008,STR-039,West,99,368.28,False,,0.0
2024-01-01,BEV-008,STR-040,West,93,252.55,True,Price Cut,0.27
2024-01-01,BEV-009,STR-001,South,69,335.34,False,,0.0
2024-01-01,BEV-009,STR-002,South,63,306.18,False,,0.0
2024-01-01,BEV-009,STR-003,West,22,106.92,False,,0.0
2024-01-01,BEV-009,STR-004,North,113,549.18,False,,0.0
2024-01-01,BEV-009,STR-005,West,103,500.58,False,,0.0
2024-01-01,BEV-009,STR-006,North,21,102.06,False,,0.0
2024-01-01,BEV-009,STR-007,East,96,466.56,False,,0.0
2024-01-01,BEV-009,STR-008,South,148,611.39,True,Display Feature,0.15
2024-01-01,BEV-009,STR-009,North,108,524.88,False,,0.0
2024-01-01,BEV-009,STR-010,West,30,145.8,False,,0.0
2024-01-01,BEV-009,STR-011,South,66,224.53,True,Display Feature,0.3
2024-01-01,BEV-009,STR-012,East,39,189.54,False,,0.0
2024-01-01,BEV-009,STR-013,East,52,252.72,False,,0.0
2024-01-01,BEV-009,STR-014,East,74,312.89,True,BOGO,0.13
2024-01-01,BEV-009,STR-015,East,34,165.24,False,,0.0
2024-01-01,BEV-009,STR-016,North,94,456.84,False,,0.0
2024-01-01,BEV-009,STR-017,East,148,575.42,True,BOGO,0.2
2024-01-01,BEV-009,STR-018,South,27,131.22,False,,0.0
2024-01-01,BEV-009,STR-019,East,81,393.66,False,,0.0
2024-01-01,BEV-009,STR-020,East,32,125.97,True,Display Feature,0.19
2024-01-01,BEV-009,STR-021,South,22,106.92,False,,0.0
2024-01-01,BEV-009,STR-022,West,40,180.79,True,BOGO,0.07
2024-01-01,BEV-009,STR-023,East,49,190.51,True,Price Cut,0.2
2024-01-01,BEV-009,STR-024,West,112,544.32,False,,0.0
2024-01-01,BEV-009,STR-025,North,70,340.2,False,,0.0
2024-01-01,BEV-009,STR-026,North,149,644.48,True,Bundle,0.11
2024-01-01,BEV-009,STR-027,West,47,228.42,False,,0.0
2024-01-01,BEV-009,STR-028,North,98,476.28,False,,0.0
2024-01-01,BEV-009,STR-029,East,113,549.18,False,,0.0
2024-01-01,BEV-009,STR-030,East,23,111.78,False,,0.0
2024-01-01,BEV-009,STR-031,North,43,208.98,False,,0.0
2024-01-01,BEV-009,STR-032,North,117,568.62,False,,0.0
2024-01-01,BEV-009,STR-033,East,25,121.5,False,,0.0
2024-01-01,BEV-009,STR-034,East,31,150.66,False,,0.0
2024-01-01,BEV-009,STR-035,West,34,165.24,False,,0.0
2024-01-01,BEV-009,STR-036,South,113,549.18,False,,0.0
2024-01-01,BEV-009,STR-037,South,72,286.93,True,BOGO,0.18
2024-01-01,BEV-009,STR-038,North,42,173.5,True,Display Feature,0.15
2024-01-01,BEV-009,STR-039,West,61,251.99,True,Price Cut,0.15
2024-01-01,BEV-009,STR-040,West,59,286.74,False,,0.0
2024-01-01,BEV-010,STR-001,South,111,137.32,True,Bundle,0.11
2024-01-01,BEV-010,STR-002,South,112,155.68,False,,0.0
2024-01-01,BEV-010,STR-003,West,20,27.8,False,,0.0
2024-01-01,BEV-010,STR-004,North,95,132.05,False,,0.0
2024-01-01,BEV-010,STR-005,West,72,86.07,True,Display Feature,0.14
2024-01-01,BEV-010,STR-006,North,63,87.57,False,,0.0
2024-01-01,BEV-010,STR-007,East,80,111.2,False,,0.0
2024-01-01,BEV-010,STR-008,South,92,127.88,False,,0.0
2024-01-01,BEV-010,STR-009,North,115,147.06,True,Price Cut,0.08
2024-01-01,BEV-010,STR-010,West,50,65.33,True,Bundle,0.06
2024-01-01,BEV-010,STR-011,South,98,107.61,True,Price Cut,0.21
2024-01-01,BEV-010,STR-012,East,92,117.65,True,Display Feature,0.08
2024-01-01,BEV-010,STR-013,East,104,144.56,False,,0.0
2024-01-01,BEV-010,STR-014,East,136,138.0,True,BOGO,0.27
2024-01-01,BEV-010,STR-015,East,109,151.51,False,,0.0
2024-01-01,BEV-010,STR-016,North,123,124.81,True,BOGO,0.27
2024-01-01,BEV-010,STR-017,East,52,72.28,False,,0.0
2024-01-01,BEV-010,STR-018,South,33,45.87,False,,0.0
2024-01-01,BEV-010,STR-019,East,109,151.51,False,,0.0
2024-01-01,BEV-010,STR-020,East,60,83.4,False,,0.0
2024-01-01,BEV-010,STR-021,South,96,133.44,False,,0.0
2024-01-01,BEV-010,STR-022,West,23,31.97,False,,0.0
2024-01-01,BEV-010,STR-023,East,101,140.39,False,,0.0
2024-01-01,BEV-010,STR-024,West,94,130.66,False,,0.0
2024-01-01,BEV-010,STR-025,North,90,125.1,False,,0.0
2024-01-01,BEV-010,STR-026,North,90,125.1,False,,0.0
2024-01-01,BEV-010,STR-027,West,112,155.68,False,,0.0
2024-01-01,BEV-010,STR-028,North,54,75.06,False,,0.0
2024-01-01,BEV-010,STR-029,East,126,159.38,True,Bundle,0.09
2024-01-01,BEV-010,STR-030,East,45,62.55,False,,0.0
2024-01-01,BEV-010,STR-031,North,47,65.33,False,,0.0
2024-01-01,BEV-010,STR-032,North,81,90.07,True,Display Feature,0.2
2024-01-01,BEV-010,STR-033,East,89,123.71,False,,0.0
2024-01-01,BEV-010,STR-034,East,40,55.6,False,,0.0
2024-01-01,BEV-010,STR-035,West,44,56.88,True,Bundle,0.07
2024-01-01,BEV-010,STR-036,South,34,47.26,False,,0.0
2024-01-01,BEV-010,STR-037,South,38,52.82,False,,0.0
2024-01-01,BEV-010,STR-038,North,71,98.69,False,,0.0
2024-01-01,BEV-010,STR-039,West,55,76.45,False,,0.0
2024-01-01,BEV-010,STR-040,West,96,133.44,False,,0.0
2024-01-01,BEV-011,STR-001,South,120,379.78,True,Bundle,0.08
2024-01-01,BEV-011,STR-002,South,79,250.02,True,Bundle,0.08
2024-01-01,BEV-011,STR-003,West,103,354.32,False,,0.0
2024-01-01,BEV-011,STR-004,North,20,68.8,False,,0.0
2024-01-01,BEV-011,STR-005,West,66,227.04,False,,0.0
2024-01-01,BEV-011,STR-006,North,40,137.6,False,,0.0
2024-01-01,BEV-011,STR-007,East,79,247.3,True,BOGO,0.09
