week,product_id,store_id,units_sold,revenue,promotion_flag,promotion_type,discount_pct
1,P004,S007,27,101.79,0,No Promotion,0.0
1,P005,S007,72,151.16,1,Bundle,0.15
1,P006,S007,114,239.34,1,Bundle,0.15
1,P007,S007,120,271.68,1,Price Cut,0.2
1,P008,S007,130,421.2,1,Price Cut,0.2
1,P009,S007,42,106.26,0,No Promotion,0.0
1,P010,S007,90,274.32,1,Price Cut,0.2
1,P011,S007,81,229.23,0,No Promotion,0.0
1,P012,S007,67,183.58,0,No Promotion,0.0
1,P013,S007,81,328.05,0,No Promotion,0.0
1,P014,S007,85,421.6,0,No Promotion,0.0
1,P015,S007,108,473.04,1,Display,0.0
1,P016,S007,76,170.24,0,No Promotion,0.0
1,P017,S007,76,349.6,0,No Promotion,0.0
1,P018,S007,126,297.36,0,No Promotion,0.0
1,P019,S007,123,279.21,0,No Promotion,0.0
1,P020,S007,72,324.72,0,No Promotion,0.0
1,P001,S008,55,135.3,0,No Promotion,0.0
1,P002,S008,147,480.98,1,Price Cut,0.2
1,P003,S008,82,150.06,0,No Promotion,0.0
1,P004,S008,175,329.88,1,BOGO,0.5
1,P005,S008,45,111.15,0,No Promotion,0.0
1,P006,S008,72,177.84,0,No Promotion,0.0
1,P007,S008,36,101.88,0,No Promotion,0.0
1,P008,S008,81,328.05,0,No Promotion,0.0
1,P009,S008,58,117.39,1,Price Cut,0.2
1,P010,S008,79,300.99,0,No Promotion,0.0
1,P011,S008,75,212.25,0,No Promotion,0.0
1,P012,S008,87,202.62,1,Bundle,0.15
1,P013,S008,93,376.65,1,Display,0.0
1,P014,S008,97,481.12,0,No Promotion,0.0
1,P015,S008,81,354.78,0,No Promotion,0.0
1,P016,S008,76,170.24,0,No Promotion,0.0
1,P017,S008,120,552.0,0,No Promotion,0.0
1,P018,S008,78,147.26,1,Price Cut,0.2
1,P019,S008,88,199.76,0,No Promotion,0.0
1,P020,S008,97,349.98,1,Price Cut,0.2
1,P001,S009,97,238.62,0,No Promotion,0.0
1,P002,S009,94,384.46,0,No Promotion,0.0
1,P003,S009,108,197.64,0,No Promotion,0.0
1,P004,S009,96,361.92,0,No Promotion,0.0
1,P005,S009,36,88.92,0,No Promotion,0.0
1,P006,S009,73,180.31,0,No Promotion,0.0
1,P007,S009,67,151.69,1,Price Cut,0.2
1,P008,S009,49,198.45,0,No Promotion,0.0
1,P009,S009,73,184.69,0,No Promotion,0.0
1,P010,S009,96,292.61,1,Price Cut,0.2
1,P011,S009,126,178.29,1,BOGO,0.5
1,P012,S009,42,115.08,0,No Promotion,0.0
1,P013,S009,178,576.72,1,Price Cut,0.2
1,P014,S009,129,511.87,1,Price Cut,0.2
1,P015,S009,72,315.36,0,No Promotion,0.0
1,P016,S009,69,154.56,1,Display,0.0
1,P017,S009,67,308.2,0,No Promotion,0.0
1,P018,S009,60,141.6,0,No Promotion,0.0
1,P019,S009,87,197.49,0,No Promotion,0.0
1,P020,S009,52,234.52,0,No Promotion,0.0
1,P001,S010,31,76.26,1,Display,0.0
1,P002,S010,47,192.23,0,No Promotion,0.0
1,P003,S010,52,80.89,1,Bundle,0.15
1,P004,S010,53,199.81,0,No Promotion,0.0
1,P005,S010,74,146.22,1,Price Cut,0.2
1,P006,S010,85,209.95,0,No Promotion,0.0
1,P007,S010,41,116.03,1,Display,0.0
1,P008,S010,70,283.5,0,No Promotion,0.0
1,P009,S010,37,79.57,1,Bundle,0.15
1,P010,S010,86,163.83,1,BOGO,0.5
1,P011,S010,82,116.03,1,BOGO,0.5
1,P012,S010,12,32.88,0,No Promotion,0.0
1,P013,S010,46,186.3,0,No Promotion,0.0
1,P014,S010,64,317.44,1,Display,0.0
1,P015,S010,57,249.66,0,No Promotion,0.0
1,P016,S010,96,215.04,1,Display,0.0
1,P017,S010,40,184.0,0,No Promotion,0.0
1,P018,S010,65,153.4,1,Display,0.0
1,P019,S010,64,145.28,1,Display,0.0
1,P020,S010,32,144.32,0,No Promotion,0.0
1,P001,S011,40,98.4,0,No Promotion,0.0
1,P002,S011,40,163.6,0,No Promotion,0.0
1,P003,S011,57,104.31,0,No Promotion,0.0
1,P004,S011,23,86.71,0,No Promotion,0.0
1,P005,S011,55,135.85,0,No Promotion,0.0
1,P006,S011,57,140.79,0,No Promotion,0.0
1,P007,S011,66,186.78,1,Display,0.0
1,P008,S011,45,182.25,0,No Promotion,0.0
1,P009,S011,54,136.62,0,No Promotion,0.0
1,P010,S011,45,171.45,0,No Promotion,0.0
1,P011,S011,19,53.77,0,No Promotion,0.0
1,P012,S011,65,178.1,0,No Promotion,0.0
1,P013,S011,54,218.7,0,No Promotion,0.0
1,P014,S011,63,312.48,0,No Promotion,0.0
1,P015,S011,36,134.03,1,Bundle,0.15
1,P016,S011,57,127.68,0,No Promotion,0.0
1,P017,S011,105,241.5,1,BOGO,0.5
1,P018,S011,33,77.88,0,No Promotion,0.0
1,P019,S011,51,115.77,0,No Promotion,0.0
1,P020,S011,44,198.44,0,No Promotion,0.0
1,P001,S012,45,110.7,0,No Promotion,0.0
1,P002,S012,43,175.87,0,No Promotion,0.0
1,P003,S012,63,115.29,0,No Promotion,0.0
1,P004,S012,25,94.25,0,No Promotion,0.0
1,P005,S012,23,56.81,0,No Promotion,0.0
1,P006,S012,52,128.44,0,No Promotion,0.0
1,P007,S012,51,144.33,0,No Promotion,0.0
1,P008,S012,106,214.65,1,BOGO,0.5
1,P009,S012,78,197.34,0,No Promotion,0.0
1,P010,S012,52,198.12,0,No Promotion,0.0
1,P011,S012,35,99.05,0,No Promotion,0.0
1,P012,S012,88,241.12,0,No Promotion,0.0
1,P013,S012,47,190.35,0,No Promotion,0.0
1,P014,S012,62,307.52,0,No Promotion,0.0
1,P015,S012,30,131.4,0,No Promotion,0.0
1,P016,S012,27,60.48,0,No Promotion,0.0
1,P017,S012,46,211.6,0,No Promotion,0.0
1,P018,S012,62,146.32,0,No Promotion,0.0
1,P019,S012,116,210.66,1,Price Cut,0.2
1,P020,S012,34,153.34,0,No Promotion,0.0
1,P001,S013,102,200.74,1,Price Cut,0.2
1,P002,S013,75,306.75,0,No Promotion,0.0
1,P003,S013,90,164.7,1,Display,0.0
1,P004,S013,144,271.44,1,BOGO,0.5
1,P005,S013,73,180.31,0,No Promotion,0.0
1,P006,S013,105,259.35,0,No Promotion,0.0
1,P007,S013,205,290.07,1,BOGO,0.5
1,P008,S013,81,328.05,0,No Promotion,0.0
1,P009,S013,42,106.26,0,No Promotion,0.0
1,P010,S013,133,253.37,1,BOGO,0.5
1,P011,S013,144,326.02,1,Price Cut,0.2
1,P012,S013,58,158.92,0,No Promotion,0.0
1,P013,S013,63,255.15,0,No Promotion,0.0
1,P014,S013,79,391.84,1,Display,0.0
1,P015,S013,90,394.2,0,No Promotion,0.0
1,P016,S013,133,297.92,1,Display,0.0
1,P017,S013,132,485.76,1,Price Cut,0.2
1,P018,S013,36,84.96,0,No Promotion,0.0
1,P019,S013,75,170.25,1,Display,0.0
1,P020,S013,124,559.24,1,Display,0.0
1,P001,S014,45,110.7,0,No Promotion,0.0
1,P002,S014,34,139.06,0,No Promotion,0.0
1,P003,S014,61,111.63,0,No Promotion,0.0
1,P004,S014,96,361.92,0,No Promotion,0.0
1,P005,S014,79,195.13,1,Display,0.0
1,P006,S014,147,363.09,1,Display,0.0
1,P007,S014,78,220.74,0,No Promotion,0.0
1,P008,S014,54,218.7,1,Display,0.0
1,P009,S014,94,237.82,1,Display,0.0
1,P010,S014,120,457.2,0,No Promotion,0.0
1,P011,S014,79,223.57,0,No Promotion,0.0
1,P012,S014,51,139.74,0,No Promotion,0.0
1,P013,S014,33,133.65,0,No Promotion,0.0
1,P014,S014,66,327.36,0,No Promotion,0.0
1,P015,S014,72,315.36,1,Display,0.0
1,P016,S014,126,282.24,1,Display,0.0
1,P017,S014,52,239.2,0,No Promotion,0.0
1,P018,S014,91,214.76,1,Display,0.0
1,P019,S014,61,138.47,0,No Promotion,0.0
1,P020,S014,36,162.36,0,No Promotion,0.0
1,P001,S015,73,179.58,0,No Promotion,0.0
1,P002,S015,39,159.51,0,No Promotion,0.0
1,P003,S015,106,193.98,1,Display,0.0
1,P004,S015,52,156.83,1,Price Cut,0.2
1,P005,S015,145,179.08,1,BOGO,0.5
1,P006,S015,97,239.59,0,No Promotion,0.0
1,P007,S015,87,246.21,0,No Promotion,0.0
1,P008,S015,64,259.2,0,No Promotion,0.0
1,P009,S015,168,212.52,1,BOGO,0.5
1,P010,S015,139,423.67,1,Price Cut,0.2
1,P011,S015,49,138.67,0,No Promotion,0.0
1,P012,S015,99,271.26,0,No Promotion,0.0
1,P013,S015,144,466.56,1,Price Cut,0.2
1,P014,S015,55,231.88,1,Bundle,0.15
1,P015,S015,79,346.02,0,No Promotion,0.0
1,P016,S015,69,154.56,0,No Promotion,0.0
1,P017,S015,106,487.6,0,No Promotion,0.0
1,P018,S015,94,221.84,0,No Promotion,0.0
1,P019,S015,76,172.52,0,No Promotion,0.0
1,P020,S015,102,460.02,0,No Promotion,0.0
1,P001,S016,126,309.96,0,No Promotion,0.0
1,P002,S016,36,147.24,0,No Promotion,0.0
1,P003,S016,64,117.12,0,No Promotion,0.0
1,P004,S016,61,229.97,1,Display,0.0
1,P005,S016,73,180.31,0,No Promotion,0.0
1,P006,S016,49,121.03,0,No Promotion,0.0
1,P007,S016,96,271.68,0,No Promotion,0.0
1,P008,S016,253,512.32,1,BOGO,0.5
1,P009,S016,78,197.34,0,No Promotion,0.0
1,P010,S016,78,148.59,1,BOGO,0.5
1,P011,S016,60,169.8,0,No Promotion,0.0
1,P012,S016,63,172.62,0,No Promotion,0.0
1,P013,S016,106,429.3,0,No Promotion,0.0
1,P014,S016,99,491.04,1,Display,0.0
1,P015,S016,79,346.02,0,No Promotion,0.0
1,P016,S016,55,123.2,0,No Promotion,0.0
1,P017,S016,60,276.0,0,No Promotion,0.0
1,P018,S016,87,205.32,0,No Promotion,0.0
1,P019,S016,70,158.9,0,No Promotion,0.0
1,P020,S016,94,423.94,0,No Promotion,0.0
1,P001,S017,63,154.98,0,No Promotion,0.0
1,P002,S017,0,0.0,0,No Promotion,0.0
1,P003,S017,63,115.29,0,No Promotion,0.0
1,P004,S017,37,139.49,0,No Promotion,0.0
1,P005,S017,87,214.89,0,No Promotion,0.0
1,P006,S017,84,207.48,0,No Promotion,0.0
1,P007,S017,99,280.17,0,No Promotion,0.0
1,P008,S017,60,243.0,0,No Promotion,0.0
1,P009,S017,70,177.1,0,No Promotion,0.0
1,P010,S017,58,220.98,0,No Promotion,0.0
1,P011,S017,112,253.57,1,Price Cut,0.2
1,P012,S017,93,254.82,0,No Promotion,0.0
1,P013,S017,43,174.15,0,No Promotion,0.0
1,P014,S017,141,594.46,1,Bundle,0.15
1,P015,S017,79,346.02,0,No Promotion,0.0
1,P016,S017,102,228.48,0,No Promotion,0.0
1,P017,S017,64,294.4,0,No Promotion,0.0
1,P018,S017,66,155.76,0,No Promotion,0.0
1,P019,S017,151,274.22,1,Price Cut,0.2
1,P020,S017,124,447.39,1,Price Cut,0.2
1,P001,S018,73,179.58,0,No Promotion,0.0
1,P002,S018,24,98.16,0,No Promotion,0.0
1,P003,S018,56,51.24,1,BOGO,0.5
1,P004,S018,71,267.67,1,Display,0.0
1,P005,S018,53,130.91,0,No Promotion,0.0
1,P006,S018,46,113.62,0,No Promotion,0.0
1,P007,S018,77,217.91,0,No Promotion,0.0
1,P008,S018,76,307.8,1,Display,0.0
1,P009,S018,31,78.43,0,No Promotion,0.0
1,P010,S018,115,219.08,1,BOGO,0.5
1,P011,S018,55,155.65,0,No Promotion,0.0
1,P012,S018,56,153.44,0,No Promotion,0.0
1,P013,S018,52,210.6,0,No Promotion,0.0
1,P014,S018,44,185.5,1,Bundle,0.15
1,P015,S018,47,205.86,1,Display,0.0
1,P016,S018,38,85.12,0,No Promotion,0.0
1,P017,S018,62,285.2,0,No Promotion,0.0
1,P018,S018,68,128.38,1,Price Cut,0.2
1,P019,S018,43,97.61,0,No Promotion,0.0
1,P020,S018,65,293.15,0,No Promotion,0.0
1,P001,S019,42,103.32,1,Display,0.0
1,P002,S019,86,351.74,0,No Promotion,0.0
1,P003,S019,46,84.18,0,No Promotion,0.0
1,P004,S019,36,135.72,0,No Promotion,0.0
1,P005,S019,34,83.98,0,No Promotion,0.0
1,P006,S019,77,190.19,1,Display,0.0
1,P007,S019,106,239.98,1,Price Cut,0.2
1,P008,S019,77,311.85,0,No Promotion,0.0
1,P009,S019,63,159.39,0,No Promotion,0.0
1,P010,S019,51,194.31,0,No Promotion,0.0
1,P011,S019,81,229.23,0,No Promotion,0.0
1,P012,S019,66,144.67,1,Price Cut,0.2
1,P013,S019,40,162.0,0,No Promotion,0.0
1,P014,S019,34,168.64,0,No Promotion,0.0
1,P015,S019,49,214.62,0,No Promotion,0.0
1,P016,S019,36,80.64,0,No Promotion,0.0
1,P017,S019,101,232.3,1,BOGO,0.5
1,P018,S019,63,118.94,1,Price Cut,0.2
1,P019,S019,46,104.42,0,No Promotion,0.0
1,P020,S019,63,284.13,0,No Promotion,0.0
1,P001,S020,46,113.16,0,No Promotion,0.0
1,P002,S020,39,159.51,0,No Promotion,0.0
1,P003,S020,99,181.17,0,No Promotion,0.0
1,P004,S020,37,139.49,0,No Promotion,0.0
1,P005,S020,108,266.76,0,No Promotion,0.0
1,P006,S020,84,207.48,0,No Promotion,0.0
1,P007,S020,61,172.63,0,No Promotion,0.0
1,P008,S020,81,328.05,0,No Promotion,0.0
1,P009,S020,87,220.11,0,No Promotion,0.0
1,P010,S020,24,91.44,0,No Promotion,0.0
1,P011,S020,66,186.78,0,No Promotion,0.0
1,P012,S020,93,254.82,0,No Promotion,0.0
1,P013,S020,63,255.15,0,No Promotion,0.0
1,P014,S020,58,230.14,1,Price Cut,0.2
1,P015,S020,76,332.88,0,No Promotion,0.0
1,P016,S020,82,183.68,1,Display,0.0
1,P017,S020,217,499.1,1,BOGO,0.5
1,P018,S020,93,219.48,0,No Promotion,0.0
1,P019,S020,82,186.14,0,No Promotion,0.0
1,P020,S020,88,337.35,1,Bundle,0.15
1,P001,S021,48,118.08,0,No Promotion,0.0
1,P002,S021,48,196.32,0,No Promotion,0.0
1,P003,S021,76,111.26,1,Price Cut,0.2
1,P004,S021,52,196.04,0,No Promotion,0.0
1,P005,S021,64,158.08,0,No Promotion,0.0
1,P006,S021,55,108.68,1,Price Cut,0.2
1,P007,S021,79,223.57,1,Display,0.0
1,P008,S021,54,218.7,0,No Promotion,0.0
1,P009,S021,47,118.91,0,No Promotion,0.0
1,P010,S021,49,186.69,0,No Promotion,0.0
1,P011,S021,79,178.86,1,Price Cut,0.2
1,P012,S021,52,142.48,0,No Promotion,0.0
1,P013,S021,59,238.95,0,No Promotion,0.0
1,P014,S021,38,188.48,0,No Promotion,0.0
1,P015,S021,49,214.62,0,No Promotion,0.0
1,P016,S021,55,123.2,0,No Promotion,0.0
1,P017,S021,46,211.6,0,No Promotion,0.0
1,P018,S021,65,153.4,0,No Promotion,0.0
1,P019,S021,45,102.15,0,No Promotion,0.0
1,P020,S021,77,277.82,1,Price Cut,0.2
1,P001,S022,33,81.18,0,No Promotion,0.0
1,P002,S022,36,147.24,0,No Promotion,0.0
1,P003,S022,48,87.84,1,Display,0.0
1,P004,S022,52,196.04,0,No Promotion,0.0
1,P005,S022,39,96.33,0,No Promotion,0.0
1,P006,S022,50,123.5,0,No Promotion,0.0
1,P007,S022,29,82.07,0,No Promotion,0.0
1,P008,S022,84,340.2,0,No Promotion,0.0
1,P009,S022,58,146.74,0,No Promotion,0.0
1,P010,S022,46,175.26,0,No Promotion,0.0
1,P011,S022,38,107.54,0,No Promotion,0.0
1,P012,S022,36,98.64,0,No Promotion,0.0
1,P013,S022,52,210.6,0,No Promotion,0.0
1,P014,S022,87,431.52,1,Display,0.0
1,P015,S022,70,153.3,1,BOGO,0.5
1,P016,S022,35,78.4,0,No Promotion,0.0
1,P017,S022,40,184.0,0,No Promotion,0.0
1,P018,S022,70,165.2,0,No Promotion,0.0
1,P019,S022,51,115.77,0,No Promotion,0.0
1,P020,S022,68,306.68,0,No Promotion,0.0
1,P001,S023,39,95.94,0,No Promotion,0.0
1,P002,S023,67,274.03,0,No Promotion,0.0
1,P003,S023,31,56.73,0,No Promotion,0.0
1,P004,S023,62,233.74,0,No Promotion,0.0
1,P005,S023,39,96.33,0,No Promotion,0.0
1,P006,S023,166,205.01,1,BOGO,0.5
1,P007,S023,71,200.93,1,Display,0.0
1,P008,S023,68,275.4,0,No Promotion,0.0
1,P009,S023,41,103.73,0,No Promotion,0.0
1,P010,S023,71,229.93,1,Bundle,0.15
1,P011,S023,37,104.71,0,No Promotion,0.0
1,P012,S023,64,175.36,0,No Promotion,0.0
1,P013,S023,70,283.5,1,Display,0.0
1,P014,S023,33,163.68,0,No Promotion,0.0
1,P015,S023,75,262.8,1,Price Cut,0.2
1,P016,S023,40,89.6,0,No Promotion,0.0
1,P017,S023,54,248.4,0,No Promotion,0.0
1,P018,S023,32,75.52,0,No Promotion,0.0
1,P019,S023,75,170.25,0,No Promotion,0.0
1,P020,S023,51,230.01,0,No Promotion,0.0
1,P001,S024,69,169.74,1,Display,0.0
1,P002,S024,36,147.24,0,No Promotion,0.0
1,P003,S024,38,69.54,0,No Promotion,0.0
1,P004,S024,83,156.46,1,BOGO,0.5
1,P005,S024,68,167.96,0,No Promotion,0.0
1,P006,S024,38,93.86,0,No Promotion,0.0
1,P007,S024,52,147.16,0,No Promotion,0.0
1,P008,S024,33,133.65,0,No Promotion,0.0
1,P009,S024,22,55.66,0,No Promotion,0.0
1,P010,S024,82,312.42,0,No Promotion,0.0
1,P011,S024,49,138.67,0,No Promotion,0.0
1,P012,S024,44,120.56,0,No Promotion,0.0
1,P013,S024,51,206.55,0,No Promotion,0.0
1,P014,S024,58,287.68,0,No Promotion,0.0
1,P015,S024,94,205.86,1,BOGO,0.5
1,P016,S024,34,76.16,0,No Promotion,0.0
1,P017,S024,86,336.26,1,Bundle,0.15
1,P018,S024,86,202.96,0,No Promotion,0.0
1,P019,S024,50,113.5,0,No Promotion,0.0
1,P020,S024,66,238.13,1,Price Cut,0.2
1,P001,S025,75,184.5,0,No Promotion,0.0
1,P002,S025,33,134.97,0,No Promotion,0.0
1,P003,S025,52,95.16,0,No Promotion,0.0
1,P004,S025,87,327.99,0,No Promotion,0.0
1,P005,S025,105,207.48,1,Price Cut,0.2
1,P006,S025,81,170.06,1,Bundle,0.15
1,P007,S025,60,169.8,0,No Promotion,0.0
1,P008,S025,75,303.75,0,No Promotion,0.0
1,P009,S025,84,212.52,0,No Promotion,0.0
1,P010,S025,85,323.85,0,No Promotion,0.0
1,P011,S025,43,121.69,0,No Promotion,0.0
1,P012,S025,102,279.48,0,No Promotion,0.0
1,P013,S025,93,301.32,1,Price Cut,0.2
1,P014,S025,121,510.14,1,Bundle,0.15
1,P015,S025,61,213.74,1,Price Cut,0.2
1,P016,S025,52,116.48,0,No Promotion,0.0
1,P017,S025,151,555.68,1,Price Cut,0.2
1,P018,S025,48,113.28,0,No Promotion,0.0
1,P019,S025,70,158.9,0,No Promotion,0.0
1,P020,S025,54,243.54,0,No Promotion,0.0
1,P001,S026,39,95.94,0,No Promotion,0.0
1,P002,S026,26,106.34,0,No Promotion,0.0
1,P003,S026,82,150.06,0,No Promotion,0.0
1,P004,S026,54,203.58,0,No Promotion,0.0
1,P005,S026,100,123.5,1,BOGO,0.5
1,P006,S026,51,125.97,0,No Promotion,0.0
1,P007,S026,66,149.42,1,Price Cut,0.2
1,P008,S026,45,182.25,1,Display,0.0
1,P009,S026,68,172.04,0,No Promotion,0.0
1,P010,S026,64,195.07,1,Price Cut,0.2
1,P011,S026,81,229.23,1,Display,0.0
1,P012,S026,59,161.66,0,No Promotion,0.0
1,P013,S026,45,182.25,0,No Promotion,0.0
1,P014,S026,59,292.64,0,No Promotion,0.0
1,P015,S026,40,175.2,0,No Promotion,0.0
1,P016,S026,71,159.04,0,No Promotion,0.0
1,P017,S026,75,293.25,1,Bundle,0.15
1,P018,S026,70,165.2,1,Display,0.0
1,P019,S026,34,77.18,0,No Promotion,0.0
1,P020,S026,70,315.7,1,Display,0.0
1,P001,S027,46,113.16,0,No Promotion,0.0
1,P002,S027,29,118.61,0,No Promotion,0.0
1,P003,S027,47,86.01,0,No Promotion,0.0
1,P004,S027,68,256.36,0,No Promotion,0.0
1,P005,S027,119,146.97,1,BOGO,0.5
1,P006,S027,54,133.38,0,No Promotion,0.0
1,P007,S027,55,155.65,0,No Promotion,0.0
1,P008,S027,50,202.5,0,No Promotion,0.0
1,P009,S027,54,136.62,0,No Promotion,0.0
1,P010,S027,21,80.01,0,No Promotion,0.0
1,P011,S027,61,172.63,0,No Promotion,0.0
1,P012,S027,40,109.6,0,No Promotion,0.0
1,P013,S027,46,186.3,0,No Promotion,0.0
1,P014,S027,53,262.88,0,No Promotion,0.0
1,P015,S027,32,140.16,0,No Promotion,0.0
1,P016,S027,81,145.15,1,Price Cut,0.2
1,P017,S027,38,174.8,0,No Promotion,0.0
1,P018,S027,36,72.22,1,Bundle,0.15
1,P019,S027,60,136.2,0,No Promotion,0.0
1,P020,S027,37,166.87,0,No Promotion,0.0
1,P001,S028,53,130.38,0,No Promotion,0.0
1,P002,S028,112,366.46,1,Price Cut,0.2
1,P003,S028,27,49.41,0,No Promotion,0.0
